Date,Close,High,Low,Open,Volume
,SCHW,SCHW,SCHW,SCHW,SCHW
2017-03-27,35.48377990722656,35.5197865979569,33.86351659601847,34.511623294016516,13739500
2017-03-28,36.44694519042969,36.78899849973355,35.339761612365166,35.45678165701518,8934400
2017-03-29,36.41093444824219,36.527954479887825,36.06887774316339,36.30291780645467,5261300
2017-03-30,37.03203582763672,37.21206585993157,36.347925825461004,36.38392908489016,5817200
2017-03-31,36.73499298095703,37.12205638847703,36.71698963249242,36.861012986421656,5280800
2017-04-03,36.518959045410156,36.87001578303501,35.85285226986245,36.73499580983431,8765600
2017-04-04,36.2129020690918,36.58196208628343,36.02387208233718,36.41093544595124,6447500
2017-04-05,35.537803649902344,36.70799407967315,35.4927969860243,36.45595401492544,8835400
2017-04-06,36.05987548828125,36.26690880258696,35.29474878711294,35.5287888354842,6634600
2017-04-07,35.915855407714844,36.221905429067036,35.447778702482836,35.69981868461268,9337400
2017-04-10,35.375770568847656,36.12289410363453,35.21374386091286,35.84384734357177,6916400
2017-04-11,35.042720794677734,35.195744126896024,34.36761058686933,35.141737507895726,9730000
2017-04-12,34.56563949584961,35.01571290890084,34.33159939814189,35.01571290890084,10462400
2017-04-13,33.78250503540039,34.70965848463731,33.76450168908842,34.37660172854664,10215700
2017-04-17,34.331600189208984,34.403613585174575,33.72850345004188,33.881526765787186,7836300
2017-04-18,34.124568939208984,34.70066240744994,33.44945876227888,34.29559561453429,15029100
2017-04-19,34.457618713378906,34.889688769188865,34.25058535958169,34.50262880081151,10364600
2017-04-20,34.81767654418945,35.05171318818513,34.54763320610603,34.790673240517314,8466400
2017-04-21,34.50263214111328,34.87169223079247,34.21458197556542,34.81768218091702,7074500
2017-04-24,35.276756286621094,35.699826434571,35.15973966025075,35.5197963652016,10924500
2017-04-25,35.663822174072266,35.9248656208292,35.492795485053,35.6818255256198,8126600
2017-04-26,36.05987548828125,36.52795215123686,35.537788790981445,35.56479209126009,12762100
2017-04-27,35.33075714111328,36.1138837901693,35.30375383956251,36.059877187067755,7836900
2017-04-28,34.970706939697266,35.31276373536694,34.90769692915128,35.31276373536694,7001600
2017-05-01,35.7628288269043,35.888848818486366,35.18673547465071,35.19573543099776,9400600
2017-05-02,36.03288269042969,36.05088604217413,35.66382256413922,35.81684933707286,7735200
2017-05-03,36.365928649902344,36.42893864523271,35.71782191646175,35.84384190712249,8754800
2017-05-04,36.14990234375,36.74399920932494,35.88885889714284,36.581972479278306,5618500
2017-05-05,36.12289047241211,36.27591377353036,35.84384374040028,36.230907122247785,5266200
2017-05-08,36.374935150146484,36.383935108046856,35.924861711795856,36.14989843097117,5508100
2017-05-09,36.45594787597656,36.73499463909208,36.32092447329117,36.40193782814485,5813700
2017-05-10,36.212432861328125,36.37478027648314,35.968911738595594,36.29360656890564,6334000
2017-05-11,36.09518051147461,36.20341097269452,35.70735096480358,35.977928838145516,7988900
2017-05-12,35.72538375854492,35.977922604497145,35.40068899055851,35.87870993199199,5451800
2017-05-15,36.56417465209961,36.59123140051573,35.82459371033556,35.82459371033556,6196600
2017-05-16,36.681419372558594,36.74455751384008,36.23947646767024,36.69945834998428,5698300
2017-05-17,34.38150405883789,36.681420417064714,34.02975259047868,36.681420417064714,13063900
2017-05-18,34.570919036865234,34.850514653557525,34.14701156564275,34.71522745081145,8607700
2017-05-19,34.50777053833008,34.913638906098626,34.46267481759645,34.68815686184754,8656100
2017-05-22,34.742279052734375,34.90462642442902,34.39052756092381,34.90462642442902,5754800
2017-05-23,35.05794906616211,35.292452330878795,34.43561983087513,34.72423658700096,4586300
2017-05-24,35.18422317504883,35.37363074207565,35.003840258769706,35.20226215479346,5463000
2017-05-25,35.54499816894531,35.63518963287055,35.238342374782164,35.418728743216455,4565800
2017-05-26,35.64420700073242,35.743419664704135,35.283434302759545,35.445781672788996,4326000
2017-05-30,34.868553161621094,35.48186477270553,34.83247519847873,35.44578680956317,7104200
2017-05-31,34.949729919433594,35.08502057277477,33.93957094706129,34.8595384442623,12278000
2017-06-01,35.80655288696289,35.81557065577598,34.85952889475742,35.256376093615756,8087500
2017-06-02,35.1301155090332,35.52696280755264,34.89561217400214,35.346576420740476,8772600
2017-06-05,35.26539611816406,35.535977368030345,35.14814791317776,35.17520466193098,5954900
2017-06-06,34.922672271728516,35.075998463714704,34.57092071073982,34.90463328903882,7387500
2017-06-07,35.05794906616211,35.41872173161096,34.85050598773312,34.94971864276071,5800900
2017-06-08,35.86067581176758,36.086157937808984,34.97678629055539,35.05795999355366,8588700
2017-06-09,37.24061584472656,37.276693798118686,36.041049698810966,36.23947500188464,11592600
2017-06-12,37.77275848388672,37.80883300134561,37.258659623825416,37.31277312030548,8076900
2017-06-13,37.926090240478516,38.19666808455147,37.7727640570513,37.871976736014304,6808000
2017-06-14,38.15156555175781,38.17862573975156,37.078272137283875,37.43002361595251,9060200
2017-06-15,37.989219665527344,38.42214484386975,37.65550715233113,37.87197146179408,6692000
2017-06-16,37.808841705322266,38.19667124210109,37.736689213210795,38.09746199552085,8880600
2017-06-19,38.29587936401367,38.431170001398,38.00726254880533,38.079418472899334,4860200
2017-06-20,38.00726318359375,38.259802040972936,37.88099375490416,38.17863178588724,6913700
2017-06-21,37.655513763427734,38.061382264563534,37.52022311618778,38.061382264563534,6362200
2017-06-22,37.54728317260742,37.736687325583105,37.36689679047551,37.53826196117959,5804200
2017-06-23,37.53826141357422,37.81786047382912,37.30376152863244,37.81786047382912,8464300
2017-06-26,37.745704650878906,37.971186765736206,37.2947404211643,37.655513181169596,5263200
2017-06-27,38.4401741027832,39.04446771014796,37.95313555066871,38.13351841559421,8518800
2017-06-28,38.64763259887695,39.00840535410808,38.57548011218112,38.80997999467256,8843000
2017-06-29,38.79193878173828,39.7750408705869,38.49430420028741,39.57661896314758,8844000
2017-06-30,38.74683380126953,39.25191482086462,38.6205644065165,39.12564542611159,7231200
2017-07-03,39.21584701538086,39.36015542395162,38.86409548452612,38.972325930808225,5259400
2017-07-05,39.396236419677734,39.77504473112458,39.26094577097008,39.36917966616985,7350600
2017-07-06,39.21584701538086,39.6397544708129,39.11663433937898,39.33309867252706,7903100
2017-07-07,39.071537017822266,39.405249553961035,38.95428536544454,39.38721057355033,4718000
2017-07-10,39.351131439208984,39.47740084669453,38.891146094130704,38.97231977616903,3780200
2017-07-11,38.873111724853516,39.08957604948206,38.57547714914594,39.035459108179,6077200
2017-07-12,38.82801818847656,38.98134781054235,38.548422577401624,38.782922455133885,6126600
2017-07-13,38.945274353027344,39.17075648640958,38.76488795820469,38.88213963092706,4526300
2017-07-14,38.81900405883789,39.017425992272244,38.30490508122994,38.42215331080071,6035300
2017-07-17,38.71978759765625,38.81900027499489,38.46724873940074,38.79194008262187,6778800
2017-07-18,38.656646728515625,38.83703307308597,38.11548769480459,38.32293422743967,7167800
