Date,Close,High,Low,Open,Volume
,WFC,WFC,WFC,WFC,WFC
2017-03-27,44.126224517822266,44.277589213269316,43.21008337758484,43.52077485292464,16854800
2017-03-28,44.580322265625,44.81135040149076,44.00673904698157,44.09436757948123,14878900
2017-03-29,44.34928894042969,44.68388189787133,44.25369225500229,44.56438376186421,10329100
2017-03-30,44.80337905883789,44.95474072738423,44.30149115307976,44.35725613827913,12106500
2017-03-31,44.3413200378418,44.75557635801308,44.30945346576011,44.628113108649885,11864600
2017-04-03,44.20588302612305,44.468774597013194,43.64823027952552,44.37317793841341,14550700
2017-04-04,43.9748649597168,44.078429802759786,43.79960184671539,44.054528353464526,11937400
2017-04-05,43.79961013793945,44.77151952825433,43.75977843352548,44.444894689717,17411700
2017-04-06,44.11030960083008,44.333372655704096,43.584523106926355,43.77571957696625,10387500
2017-04-07,43.68806838989258,44.06249299631632,43.50484016773893,43.767731777276445,15848800
2017-04-10,43.449073791503906,44.014691725044685,43.273810698139535,43.80756510112952,14607700
2017-04-11,43.14635467529297,43.226018073438695,42.43734009931895,43.20211966178775,28086800
2017-04-12,42.31785583496094,43.03483880915538,42.26209083018635,42.979073804380796,25601300
2017-04-13,40.90777587890625,42.023081630660926,40.90777587890625,41.26626723046766,47982000
2017-04-17,41.99917984008789,42.03104337180164,40.83607432207802,41.138800665584434,31959100
2017-04-18,41.78409194946289,41.95935203921464,41.497298843915004,41.71239367307592,22257500
2017-04-19,41.54510498046875,42.33378310083918,41.46543852858602,42.12665640387288,17414600
2017-04-20,42.62057113647461,42.692269415085185,41.76815995686224,41.999188081158984,31552900
2017-04-21,42.222251892089844,42.891434873824934,42.182420186776966,42.53294344808037,26177300
2017-04-24,42.74006652832031,43.28975126962953,42.69226666600322,43.13838959740451,23856700
2017-04-25,43.46501159667969,43.88723305028181,43.24991678853417,43.28178336136247,27061300
2017-04-26,43.449073791503906,43.87129520119444,43.305677267653664,43.49687060681177,15915500
2017-04-27,43.36941909790039,43.53671711361721,42.94719757401107,43.449085543233195,13978000
2017-04-28,42.89142608642578,43.48094553675706,42.803794529312405,43.28178401203164,16501900
2017-05-01,43.38534927368164,43.61637739012222,42.99499435593688,43.09855616899181,13915800
2017-05-02,43.449073791503906,43.504838768671966,43.06668407422437,43.38534065247565,15634900
2017-05-03,44.00261306762695,44.03470321999279,43.2806030011078,43.32873516937119,15737100
2017-05-04,44.267372131347656,44.60430970177828,44.018677929158336,44.33957347648089,17054100
2017-05-05,44.211204528808594,44.435829518142846,44.02669070752889,44.32351702347572,13078800
2017-05-08,44.15505599975586,44.355614935372174,43.92240689997218,44.21923326780411,14242800
2017-05-09,43.866241455078125,44.41978289973726,43.681727640191745,44.23526908485088,14402900
2017-05-10,43.898338317871094,44.05076199859364,43.60953297731358,43.66568923127906,15897200
2017-05-11,43.112144470214844,43.65766188780167,42.56662399234193,43.545349388290084,32200100
2017-05-12,42.53453826904297,42.77520837314077,42.14946549042921,42.759163291496066,29642300
2017-05-15,42.77520751953125,42.855429865867485,42.53453742023619,42.566627582885225,15245000
2017-05-16,42.7270622253418,42.87146486300986,42.47837117402451,42.83937776819467,12650100
2017-05-17,41.90878677368164,42.72706434739315,41.43546767343671,42.72706434739315,33173100
2017-05-18,42.021095275878906,42.486390262671335,41.676133774848175,41.96493903713302,19790100
2017-05-19,42.566619873046875,42.79124485033243,42.02912045703184,42.17352310251135,16895000
