Date,Close,High,Low,Open,Volume
,CRM,CRM,CRM,CRM,CRM
2017-03-27,81.15670776367188,81.33570827899193,80.05287251703456,80.55009532769937,3403000
2017-03-28,81.68375396728516,81.89258661492188,80.84842337673824,80.98764514182939,3216000
2017-03-29,81.92243194580078,81.9821038454519,81.20643743315294,81.58432405819083,2874000
2017-03-30,82.10142517089844,82.13125732456236,81.56442364389476,81.79314946701432,3483000
2017-03-31,82.03181457519531,82.46937306253677,81.73348545047702,81.81303533152459,3174000
2017-04-03,81.85282135009766,82.5191057206688,81.09704809726996,82.15115808838435,4224200
2017-04-04,82.5091552734375,82.66826262925503,82.07159676765768,82.28042943986586,4441500
2017-04-05,84.8659896850586,85.9399928276324,82.54893704421447,82.72793756797678,13289300
2017-04-06,84.52787017822266,84.97536763259455,83.90137222469852,84.94553548057208,5014400
2017-04-07,83.91131591796875,84.37870655788316,83.35442881697341,84.2295382023972,4876400
2017-04-10,83.77210235595703,84.14004999062793,83.39421572709229,83.66271272367699,3401300
2017-04-11,83.39421081542969,83.80192957689952,82.8373236926346,83.60304348647784,2536200
2017-04-12,82.90692901611328,83.61298445282482,82.73786750488684,83.36437306298198,3098400
2017-04-13,82.66825866699219,83.59309336359736,82.66825866699219,82.73786955439182,2594700
2017-04-17,83.7323226928711,83.7621624361783,82.53899091920798,82.78760233763933,2960800
2017-04-18,83.24504089355469,83.93121079057683,83.0660403807236,83.53343103017242,2498200
2017-04-19,83.03620910644531,83.74226458481245,82.88704074633553,83.61298938579355,2840600
2017-04-20,83.5831527709961,83.89142846829287,82.99642594241143,83.4837021448845,4012300
2017-04-21,83.32460021972656,83.93121266078113,83.18537843853548,83.54337947217483,2946100
2017-04-24,83.70248413085938,84.1798213560052,83.28481880074291,84.04059957929971,3193800
2017-04-25,84.27926635742188,84.65715296197529,83.88148659172366,84.10026584220859,3016500
2017-04-26,84.47815704345703,84.64721857431502,83.92126989338853,84.27927094329496,2165000
2017-04-27,85.37316131591797,85.84055200603967,84.81627415510158,84.90577062579628,2944500
2017-04-28,85.64165496826172,85.74109800756621,84.80631674666533,85.30353953020536,2919200
2017-05-01,86.17865753173828,86.39742918605856,85.77093120251438,85.77093120251438,3290000
2017-05-02,86.60626983642578,86.71565946718563,85.63171732767954,86.30794068736847,3503200
2017-05-03,86.06927490234375,86.5764367262584,85.71127385780501,86.48694025863286,2786700
2017-05-04,86.03943634033203,86.64604880818067,85.81071808413765,86.26816218354479,2140100
2017-05-05,86.4869384765625,86.49688505732203,85.74110424697781,85.95988350157889,2595800
2017-05-08,86.37754821777344,86.68582393590223,86.13888339041624,86.44715910854504,2168400
2017-05-09,86.64604949951172,87.1333333461098,86.41733124149245,86.5466064487634,2887000
2017-05-10,86.82504272460938,87.1333260191298,86.41732397472055,86.8946536129815,2920700
2017-05-11,87.22282409667969,87.46148892023062,86.0891567010403,86.89465522241093,2731600
2017-05-12,88.54544067382812,88.78410550300318,87.08360436947197,87.4813841427758,5586600
2017-05-15,89.30120849609375,89.44043025844843,88.55537437475783,88.77414601058874,4053900
2017-05-16,89.25149536132812,89.77855033171168,88.91338748863605,89.51005334969257,6422300
2017-05-17,87.35209655761719,89.25149126701805,87.08359958791506,89.25149126701805,5619200
2017-05-18,87.2625961303711,87.90898724874027,86.68581589631752,87.39187131923798,10180000
2017-05-19,86.91454315185547,90.4945456377017,85.95987632809764,90.4448203250718,15733500
2017-05-22,88.44599914550781,88.55538877471959,86.38749693936902,87.05377370855473,6058400
2017-05-23,87.99848175048828,88.75426246842173,87.67032049572971,88.23715413742549,4344600
