Date,Close,High,Low,Open,Volume
,GS,GS,GS,GS,GS
2017-03-27,189.97842407226562,191.31809013186074,186.07742110566195,188.14166879072638,9194800
2017-03-28,193.22222900390625,193.57609889329368,189.65824175136083,190.0626626454738,4471200
2017-03-29,192.480712890625,193.76139360793033,191.69714687789272,193.27271263874403,2636000
2017-03-30,194.81466674804688,195.4718555788157,193.26437580655676,193.3486232029343,3156800
2017-03-31,193.55079650878906,194.46075303639134,192.71666647774364,194.2332606904141,2858400
2017-04-03,192.9104461669922,193.8709536112552,190.05419933092278,193.7866933846527,3735600
2017-04-04,193.1632537841797,194.36810850021064,191.49500626444586,191.8657307924554,3042700
2017-04-05,191.81515502929688,196.22169295929444,191.52025705017405,195.59820061935548,5286900
2017-04-06,192.640869140625,193.88784107921242,190.17220076612833,191.33491245824948,2927200
2017-04-07,192.00050354003906,192.80092432517026,190.61028683883666,190.92203941466738,2853300
2017-04-10,192.85150146484375,193.60979223643287,191.2169504374144,192.1016315751405,2653900
2017-04-11,191.88255310058594,193.28117787121732,189.9025532759259,191.91624948095367,3374700
2017-04-12,190.20590209960938,192.31227975298268,189.7677719479412,191.8067439736495,2947500
2017-04-13,188.1585235595703,192.24488880536893,187.95630666113374,189.72565631129163,3653700
2017-04-17,190.63555908203125,191.15794937430795,187.90570243593407,188.64713847427458,4190900
2017-04-18,181.6455841064453,185.26855631881028,179.6150329197547,184.78830888887506,12464000
2017-04-19,180.38172912597656,182.98520846623472,179.97730827125372,181.8814687828681,6428800
2017-04-20,183.7266845703125,184.5018300132343,181.1484803488683,181.56975588456334,5168200
2017-04-21,182.7156524658203,184.6703645508404,182.3112314924215,184.1395660408516,3845700
2017-04-24,188.07421875,189.4138716369672,185.61397158857812,186.35540766124743,5353500
2017-04-25,190.9473419189453,192.08477808300816,189.70035715187387,190.58503829479497,3996900
2017-04-26,190.58499145507812,193.24745511142794,190.49231035133477,191.3432949010615,3765300
2017-04-27,190.25643920898438,191.0063090845586,188.32700307620618,191.0063090845586,2805800
