Date,Open,High,Low,Close,Volume,ticker,company
,QCOM,QCOM,QCOM,QCOM,QCOM,,
2017-03-29,45.791430407733664,46.01601517883463,45.606949622938146,46.00799560546875,4042600,QCOM,Qualcomm
2017-03-30,46.00798850287237,46.24059587116791,45.87163129879867,45.87965393066406,6359000,QCOM,Qualcomm
2017-03-31,46.08820116280619,46.27268193793391,45.69517783397607,45.99195098876953,10065000,QCOM,Qualcomm
2017-04-03,45.92777228296324,45.99194109167098,44.94922242806792,45.31818389892578,11343500,QCOM,Qualcomm
2017-04-04,45.157778193761395,45.6470547947135,45.11767420641442,45.46257400512695,7123900,QCOM,Qualcomm
2017-04-05,45.55881714131675,46.1443438333011,45.254021377085984,45.29412841796875,7857700,QCOM,Qualcomm
2017-04-06,45.27005862722121,45.502665976039566,45.02943170694652,45.342247009277344,5757800,QCOM,Qualcomm
2017-04-07,45.382362293521176,45.398401439348774,45.06954387460171,45.1738166809082,5229800,QCOM,Qualcomm
2017-04-10,45.26204013185261,45.56683586997351,45.133705567339184,45.334228515625,6039800,QCOM,Qualcomm
2017-04-11,45.173797014566055,45.20588141172906,43.89045172541109,44.39576721191406,17301800,QCOM,Qualcomm
2017-04-12,43.82630343957301,43.834326072486206,42.60712331449305,42.82368850708008,24822200,QCOM,Qualcomm
2017-04-13,42.61514147012175,43.05629138212242,42.33440748267578,42.342430114746094,17014400,QCOM,Qualcomm
2017-04-17,42.502848961207995,42.615141331927184,42.310345568733936,42.422637939453125,10471700,QCOM,Qualcomm
2017-04-18,42.190039106009756,42.49483493089928,42.02160051583591,42.246185302734375,11262800,QCOM,Qualcomm
2017-04-19,42.5108667751981,42.59107473389782,41.94940188508761,42.19805145263672,15441500,QCOM,Qualcomm
2017-04-20,42.68732788831367,42.83170466153415,41.22752101218437,42.238155364990234,24664600,QCOM,Qualcomm
2017-04-21,42.32637881347494,42.350440585039216,41.877206365940985,42.10981369018555,10951500,QCOM,Qualcomm
2017-04-24,42.5188868359917,42.711390222716624,42.31034430513243,42.35847091674805,10784400,QCOM,Qualcomm
2017-04-25,42.647222218407926,42.903894425502415,42.478783664155756,42.510868072509766,11688700,QCOM,Qualcomm
2017-04-26,42.67128806793719,42.75149603098947,42.43868069145284,42.54295349121094,7373800,QCOM,Qualcomm
2017-04-27,42.70336704922322,42.78357500208063,42.43867529726665,42.67930221557617,6956200,QCOM,Qualcomm
2017-04-28,41.54835947643928,43.27285827157051,40.94679055624063,43.10441970825195,34374100,QCOM,Qualcomm
2017-05-01,43.03222205459074,43.07232602869243,42.591069160260844,42.99211502075195,12987700,QCOM,Qualcomm
2017-05-02,43.03223043300791,43.09639619211634,42.4306615251452,42.74347686767578,10445400,QCOM,Qualcomm
2017-05-03,42.83972162174128,43.93056692635295,42.711387060006814,43.70598220825195,18428300,QCOM,Qualcomm
2017-05-04,43.89848516536109,44.1150503250343,43.71400441298853,44.04286193847656,11993400,QCOM,Qualcomm
2017-05-05,44.05889892578125,44.11504510204124,43.874418195250264,44.05889892578125,9108800,QCOM,Qualcomm
2017-05-08,44.10702163045891,44.11504120075665,43.76212197265587,43.810245513916016,7033400,QCOM,Qualcomm
2017-05-09,43.866398461426414,44.26744435247534,43.81827491273243,44.2353630065918,8332900,QCOM,Qualcomm
2017-05-10,44.29151488645527,44.45995344803529,44.00276131818223,44.37974548339844,8517700,QCOM,Qualcomm
2017-05-11,44.31556758551012,44.35567155961294,43.641810417476684,43.858375549316406,13514700,QCOM,Qualcomm
2017-05-12,43.71400806906395,44.395784952668016,43.633800103841494,44.37172317504883,9107600,QCOM,Qualcomm
2017-05-15,44.179232425726866,44.50809005011278,44.179232425726866,44.4359016418457,10686100,QCOM,Qualcomm
2017-05-16,44.42785698353621,44.90109118986007,44.19524966557059,44.87702941894531,9599300,QCOM,Qualcomm
2017-05-17,44.62838951527376,44.98131188332114,44.35567816711785,44.403804779052734,14811300,QCOM,Qualcomm
2017-05-18,44.580266131994705,45.165792810602085,44.131093598113154,45.01339340209961,13125300,QCOM,Qualcomm
2017-05-19,45.310175699849935,46.35289462515911,45.077568299509394,46.25664138793945,16643800,QCOM,Qualcomm
2017-05-22,46.83415040437324,47.756557408847705,46.82613083082688,47.548011779785156,20771500,QCOM,Qualcomm
2017-05-23,47.62821249679634,48.037277973287814,47.427689544455184,47.4998779296875,14223400,QCOM,Qualcomm
2017-05-24,47.54800628910528,47.820717654261244,46.97852178119475,47.03466796875,8592600,QCOM,Qualcomm
2017-05-25,47.04268980030294,47.28331675140608,46.72987139815739,46.88227081298828,9556500,QCOM,Qualcomm
2017-05-26,46.70407358176746,46.96327041376128,46.46917548718869,46.590675354003906,8261900,QCOM,Qualcomm
2017-05-30,46.3962770588963,46.768875215541115,46.30717756686971,46.44487762451172,11553700,QCOM,Qualcomm
2017-05-31,46.3800705115647,46.76076716534953,46.16947426917775,46.3881721496582,14082600,QCOM,Qualcomm
2017-06-01,46.53397120055343,47.50596076020004,46.452970268158936,47.481658935546875,11560100,QCOM,Qualcomm
2017-06-02,47.7003597073244,47.75705881849989,47.26296391551079,47.44926452636719,9538000,QCOM,Qualcomm
2017-06-05,47.38446253599205,47.829956864937685,47.36826234895606,47.67605972290039,7960800,QCOM,Qualcomm
2017-06-06,47.46546637481466,47.71656467077433,47.12527167371136,47.14147186279297,7871500,QCOM,Qualcomm
2017-06-07,47.22246343382478,47.37636366468345,46.27477567269802,46.59877014160156,10126500,QCOM,Qualcomm
2017-06-08,46.79317601311493,47.100973429154216,46.66357758897263,47.0766716003418,10322200,QCOM,Qualcomm
2017-06-09,47.27916384383791,47.376364968065836,45.95888101670808,46.20997619628906,13624800,QCOM,Qualcomm
2017-06-12,45.78067236130575,46.720261400998396,45.74827199341689,46.56636428833008,9985100,QCOM,Qualcomm
2017-06-13,46.93896482956403,47.03616285491637,46.57446837215586,46.606868743896484,7111500,QCOM,Qualcomm
2017-06-14,46.736462065609,46.95515991630425,45.90216957817102,46.17756652832031,6740000,QCOM,Qualcomm
2017-06-15,45.69968066071566,46.30717377677184,45.683483563372896,46.11277770996094,5416600,QCOM,Qualcomm
2017-06-16,46.15327240719478,46.177571140853864,45.64297737126742,46.02367401123047,14555600,QCOM,Qualcomm
2017-06-19,46.1370751489886,46.70406932601082,46.09657622703052,46.663570404052734,7166200,QCOM,Qualcomm
2017-06-20,46.54206669668919,46.66356654237833,45.77257488368668,45.99937438964844,8181600,QCOM,Qualcomm
2017-06-21,45.99938032133853,46.03987924516749,45.456684854446934,45.62678527832031,8324900,QCOM,Qualcomm
2017-06-22,45.55388345804087,45.96697740202301,45.408084868430784,45.74018096923828,5560100,QCOM,Qualcomm
2017-06-23,45.877886395254954,46.525878529959364,45.82118727658521,46.09658432006836,11847900,QCOM,Qualcomm
2017-06-26,46.242373960545486,46.72836719477053,45.52958120579508,45.813079833984375,7339100,QCOM,Qualcomm
2017-06-27,45.59437768995124,45.62677805983637,44.88158500182501,44.89778518676758,6814400,QCOM,Qualcomm
2017-06-28,44.87349069971458,45.61868073835812,44.6952917383565,45.48908233642578,7542400,QCOM,Qualcomm
2017-06-29,45.30279079579957,45.30279079579957,44.185002500686345,44.61429977416992,8456900,QCOM,Qualcomm
2017-06-30,45.03548976158777,45.05979158805766,44.57379522696809,44.72769546508789,8781900,QCOM,Qualcomm
2017-07-03,44.97878811318978,45.375684964537854,44.48469323105287,44.508995056152344,4379600,QCOM,Qualcomm
2017-07-05,44.55758831043628,45.00308567995929,44.37129081494002,44.91398620605469,6823800,QCOM,Qualcomm
2017-07-06,44.565688204761784,44.73578550836101,44.338891799962816,44.379390716552734,5663000,QCOM,Qualcomm
2017-07-07,44.58187839970955,45.14077073910318,44.44417840631575,44.83297348022461,5356000,QCOM,Qualcomm
2017-07-10,44.84918087952179,45.270376383180135,44.70338231710663,45.06787872314453,5098100,QCOM,Qualcomm
2017-07-11,45.059791986881706,45.059791986881706,44.565697072508854,44.816795349121094,6124900,QCOM,Qualcomm
2017-07-12,45.189388264780185,45.61058385893917,45.13268915497703,45.521484375,6126800,QCOM,Qualcomm
2017-07-13,45.66728385702052,45.780682078832555,45.49718343443267,45.54578399658203,6219200,QCOM,Qualcomm
2017-07-14,45.76448095911466,46.112777256081564,45.48098541036007,46.01557922363281,4440100,QCOM,Qualcomm
2017-07-17,45.950780265876844,46.10467741407306,45.67538325498318,45.73208236694336,5123600,QCOM,Qualcomm
2017-07-18,45.63487834401176,45.667278715129896,45.35948136924656,45.59437942504883,7441000,QCOM,Qualcomm
2017-07-19,45.73207519012314,46.120870363922805,45.367578749101774,45.99127197265625,8783700,QCOM,Qualcomm
2017-07-20,44.63859519937875,44.89779201815904,43.302109092023656,43.715206146240234,35943900,QCOM,Qualcomm
2017-07-21,43.46409524440343,43.739492170553525,43.22919723006711,43.609893798828125,12113100,QCOM,Qualcomm
2017-07-24,43.53700978417501,43.642309463700336,43.00241592716413,43.10771560668945,8832200,QCOM,Qualcomm
2017-07-25,43.0915095115463,43.45600597542449,42.98620984645491,43.14820861816406,7112100,QCOM,Qualcomm
2017-07-26,43.16441138806302,43.21300885957602,42.718917056598585,43.042911529541016,7581500,QCOM,Qualcomm
2017-07-27,42.9943170102631,43.22921201506792,42.30582291447871,42.516422271728516,14069200,QCOM,Qualcomm
2017-07-28,42.338222435503674,42.921416840879566,42.338222435503674,42.83231735229492,6644300,QCOM,Qualcomm
2017-07-31,43.010505253878776,43.172504013057264,42.72700974271842,43.083404541015625,11302700,QCOM,Qualcomm
2017-08-01,43.17250864218406,43.27780831042113,42.856612727342544,43.2616081237793,9372100,QCOM,Qualcomm
2017-08-02,43.17251847273179,43.24541778428464,42.75132279374533,43.06721878051758,23084000,QCOM,Qualcomm
2017-08-03,43.05911253100581,43.20491112804167,42.727016413284076,42.889015197753906,8643500,QCOM,Qualcomm
2017-08-04,42.92950523404458,42.92950523404458,42.532608448753436,42.621707916259766,8677900,QCOM,Qualcomm
2017-08-07,42.52451703001718,42.80801257426941,42.516418481554126,42.68651580810547,6561800,QCOM,Qualcomm
2017-08-08,42.565012123216896,43.196806991942346,42.28961515220052,42.35441589355469,10462200,QCOM,Qualcomm
2017-08-09,42.16002306828138,42.76751620497094,42.119524143809386,42.74321746826172,8085300,QCOM,Qualcomm
2017-08-10,42.5569229630695,42.727020311841656,42.20862662613408,42.39492416381836,10768000,QCOM,Qualcomm
2017-08-11,42.43542216567455,43.034816782870344,42.35442431275054,42.702720642089844,5894200,QCOM,Qualcomm
2017-08-14,42.961909893928684,43.44790310540578,42.856610231823176,43.375003814697266,8118200,QCOM,Qualcomm
2017-08-15,43.464103733045114,43.80430145643378,43.21300548696942,43.63420104980469,7876300,QCOM,Qualcomm
2017-08-16,43.78810375668743,43.820501040383746,43.14010864484592,43.18061065673828,7414900,QCOM,Qualcomm
2017-08-17,43.08340484594576,43.261603791290256,42.33821487426758,42.33821487426758,6589400,QCOM,Qualcomm
2017-08-18,42.3301188342839,42.45971724170733,42.038524734983504,42.05472183227539,6696400,QCOM,Qualcomm
2017-08-21,42.1195250782589,42.184325830747646,41.71452964481411,42.10332489013672,5205700,QCOM,Qualcomm
2017-08-22,42.28961311997047,42.62170917877813,42.28961311997047,42.403011322021484,4443300,QCOM,Qualcomm
2017-08-23,42.36251193609052,42.4516114052487,41.941316411805,42.30581283569336,5259300,QCOM,Qualcomm
2017-08-24,42.41922114228862,42.69461816262838,42.3301216519037,42.516422271728516,6198600,QCOM,Qualcomm
2017-08-25,42.75131096653113,42.80801007206741,42.135719353621646,42.14381790161133,8684700,QCOM,Qualcomm
2017-08-28,42.397694999731954,42.43045425415039,42.14381546413076,42.43045425415039,4519000,QCOM,Qualcomm
2017-08-29,42.02097294620331,42.471401760126206,41.996401943342256,42.43045425415039,4980900,QCOM,Qualcomm
2017-08-30,42.77443166373564,42.82357056214768,42.22572802323103,42.68434524536133,4876200,QCOM,Qualcomm
2017-08-31,42.79897567934171,43.069234783724966,42.684321437758676,42.807167053222656,8215800,QCOM,Qualcomm
2017-09-01,43.02010823914949,43.21666065539071,42.52873188468845,42.62700653076172,5301300,QCOM,Qualcomm
2017-09-05,42.47141314412446,42.50417240732366,40.80891958795631,40.97270965576172,17811100,QCOM,Qualcomm
2017-09-06,41.10374499947609,41.578744959930646,40.80892099281975,41.31667709350586,16206900,QCOM,Qualcomm
2017-09-07,41.40675190296538,41.51321479604569,41.152872361731426,41.25933837890625,10035500,QCOM,Qualcomm
2017-09-08,41.234779387591495,41.31667754931237,40.063662229794176,40.653316497802734,12809400,QCOM,Qualcomm
2017-09-11,40.89899631675552,41.49683871583779,40.87442843534365,41.41494369506836,7473500,QCOM,Qualcomm
2017-09-12,41.43952361446782,41.82443719690828,41.37400820363931,41.68521499633789,4526800,QCOM,Qualcomm
2017-09-13,41.60330240506487,41.85718195374019,41.537787016948585,41.77528381347656,6191400,QCOM,Qualcomm
2017-09-14,41.742536175065396,42.250292251637546,41.49684482837687,42.16020584106445,7741300,QCOM,Qualcomm
2017-09-15,42.545107981249686,42.82355539208808,42.12743530294489,42.74165725708008,13177900,QCOM,Qualcomm
2017-09-18,42.78261374937745,42.88907665333546,42.55330206402555,42.790802001953125,6002700,QCOM,Qualcomm
2017-09-19,42.91365475156311,42.995549787233976,42.63520725654863,42.831756591796875,5825200,QCOM,Qualcomm
2017-09-20,42.93822463015859,43.011931415321165,42.16020925879706,42.5696907043457,8400300,QCOM,Qualcomm
2017-09-21,42.47141167246812,42.74985915182237,42.34856600177544,42.610633850097656,5750600,QCOM,Qualcomm
2017-09-22,42.43864684707609,42.774421428977824,42.40588758930647,42.659767150878906,4105100,QCOM,Qualcomm
2017-09-25,42.50416442793552,42.82355937392885,42.26666450047059,42.27485275268555,8178400,QCOM,Qualcomm
2017-09-26,42.38131783574987,42.4795924806225,41.644250188968535,41.87356185913086,9378800,QCOM,Qualcomm
2017-09-27,42.11925464125102,42.266668186734485,41.88994607009673,42.217529296875,8200600,QCOM,Qualcomm
2017-09-28,42.07830562033316,42.61882089303552,42.02097847959919,42.38132095336914,5732900,QCOM,Qualcomm
2017-09-29,42.51235949561216,42.61882553604317,42.2748595300719,42.45503234863281,5371200,QCOM,Qualcomm
2017-10-02,42.65976292476916,42.71709005813948,42.34036800339325,42.4877815246582,4439200,QCOM,Qualcomm
2017-10-03,42.577875811664484,42.76623687398263,42.29942834473874,42.60244369506836,4378000,QCOM,Qualcomm
2017-10-04,42.52873107017119,42.68433285048165,42.315799029646755,42.55329895019531,4587700,QCOM,Qualcomm
2017-10-05,42.725274784355534,42.93820679709957,42.55329339843518,42.87268829345703,5179100,QCOM,Qualcomm
2017-10-06,42.71709887380356,43.10201238366393,42.71709887380356,42.98735809326172,4795300,QCOM,Qualcomm
2017-10-09,43.14295427554044,43.38864245496759,42.89726609611329,43.30674743652344,5817500,QCOM,Qualcomm
2017-10-10,43.36407520098356,44.142090383826236,43.32312769116968,44.11751937866211,8761700,QCOM,Qualcomm
2017-10-11,44.05200573553299,44.53519386833453,43.94553970651709,44.322261810302734,9427300,QCOM,Qualcomm
2017-10-12,44.12571357247746,44.371401771142494,43.37226622259708,43.405025482177734,7062300,QCOM,Qualcomm
2017-10-13,43.71623056574452,43.71623056574452,43.192094928427736,43.25761032104492,7005600,QCOM,Qualcomm
2017-10-16,43.38865046692368,43.40503009845604,42.83994686901836,42.897274017333984,5930900,QCOM,Qualcomm
2017-10-17,42.84813388999717,42.94640855226869,42.463220370298856,42.92184066772461,7662900,QCOM,Qualcomm
2017-10-18,43.02829289203216,43.13475577360351,42.602431993464236,42.758033752441406,6032600,QCOM,Qualcomm
2017-10-19,42.610626763464786,42.91364520101926,42.59424713515687,42.82355880737305,6825200,QCOM,Qualcomm
2017-10-20,43.00373370310852,43.069252224312244,42.53692517386464,42.60244369506836,8845000,QCOM,Qualcomm
2017-10-23,42.83174916018901,44.04381359756937,42.69252699888547,43.72441864013672,9775400,QCOM,Qualcomm
2017-10-24,43.765357773295555,44.584320327524026,43.73260164543802,44.42871856689453,11415700,QCOM,Qualcomm
2017-10-25,44.20759935935522,44.576133142388436,43.79811807245038,44.09294509887695,7581500,QCOM,Qualcomm
2017-10-26,44.30588412636529,44.54338407686974,43.953729889160776,44.06019592285156,5270800,QCOM,Qualcomm
2017-10-27,43.97830295240653,44.79726575180295,43.699855475647944,44.690799713134766,8962400,QCOM,Qualcomm
2017-10-30,44.35501832704658,44.854586058359004,44.289502937614195,44.76449966430664,7081500,QCOM,Qualcomm
2017-10-31,42.79898713606229,42.98735129662132,40.96451253148165,41.77528381347656,29914100,QCOM,Qualcomm
2017-11-01,42.15201186039483,43.80631691643217,41.365805281181714,43.78174591064453,15624400,QCOM,Qualcomm
2017-11-02,43.896407154465464,45.599851368220314,43.896407154465464,44.911922454833984,17337800,QCOM,Qualcomm
2017-11-03,44.846407153730254,53.224397269065946,44.39597818230059,50.62009811401367,80964500,QCOM,Qualcomm
