Date,Open,High,Low,Close,Volume,ticker,company
,MS,MS,MS,MS,MS,,
2017-03-29,34.117531681864996,34.24421536355091,33.68205671484326,33.887916564941406,14543900,MS,Morgan Stanley
2017-03-30,33.92750755036928,34.60843353030009,33.88791946277789,34.38673782348633,11264300,MS,Morgan Stanley
2017-03-31,34.244209433824665,34.244209433824665,33.78497927949776,33.91958236694336,11203300,MS,Morgan Stanley
2017-04-03,33.89583721165335,34.0383567362169,33.31784270442444,33.81665802001953,12531800,MS,Morgan Stanley
2017-04-04,33.6820537571711,33.919585261927025,33.531614821870015,33.65829849243164,7837100,MS,Morgan Stanley
2017-04-05,34.05417559438351,34.12543532745388,32.94569454930415,33.04862594604492,12455100,MS,Morgan Stanley
2017-04-06,32.961537112836155,33.54744790851808,32.803181782519495,33.32575225830078,9520900,MS,Morgan Stanley
2017-04-07,32.95362181899726,33.45244011493742,32.79526646881563,33.214908599853516,9319600,MS,Morgan Stanley
2017-04-10,33.17532638811128,33.37326985577214,32.77152002267166,33.18324279785156,8677200,MS,Morgan Stanley
2017-04-11,32.906111644927215,33.08029978170325,32.45480093810144,32.92194747924805,10318400,MS,Morgan Stanley
2017-04-12,32.858613311556645,32.87444915029666,32.4706428133698,32.518150329589844,10440600,MS,Morgan Stanley
2017-04-13,32.32812457741294,33.001131075813284,32.0668377827355,32.2172737121582,10516500,MS,Morgan Stanley
2017-04-17,32.28852736673082,32.898193418646436,32.13017505849439,32.85068893432617,7959700,MS,Morgan Stanley
2017-04-18,32.45480582503243,32.89819717127382,32.26477880494539,32.62899398803711,13872400,MS,Morgan Stanley
2017-04-19,33.49995408507636,33.99876945681372,33.222831413733495,33.28617477416992,19850300,MS,Morgan Stanley
2017-04-20,33.737474763224945,33.85623899516684,33.3336685216431,33.6503791809082,13816200,MS,Morgan Stanley
2017-04-21,33.42077278074051,33.73748352223082,33.02488586406637,33.09614562988281,12951300,MS,Morgan Stanley
2017-04-24,34.35506287565405,34.62426607418361,34.196707519981864,34.48966598510742,16188100,MS,Morgan Stanley
2017-04-25,34.82220756052666,35.19434217242694,34.7747000503765,35.051822662353516,13857600,MS,Morgan Stanley
2017-04-26,34.97263756937177,35.51896327246516,34.94888532849867,35.1309928894043,12938400,MS,Morgan Stanley
2017-04-27,35.12305027662274,35.162817616367725,34.5106235355787,34.62992858886719,9041300,MS,Morgan Stanley
2017-04-28,34.677652672738795,34.84468037577886,34.4708606588589,34.494720458984375,9049100,MS,Morgan Stanley
2017-05-01,34.8049059737197,35.04351608360906,34.590161729304995,34.78900146484375,7552200,MS,Morgan Stanley
