Date,Open,High,Low,Close,Volume,company,ticker
2017-05-02,34.270040972425655,34.397793635950215,34.1074482844193,34.2630729675293,181408800.0,Apple,AAPL
2017-05-03,33.817100059822096,34.25842708320727,33.51049723766659,34.158546447753906,182788000.0,Apple,AAPL
2017-05-04,34.03311705103543,34.177127191487486,33.86819935450623,34.035438537597656,93487600.0,Apple,AAPL
2017-05-05,34.0888695081697,34.60452319277788,34.0888695081697,34.59988021850586,109310800.0,Apple,AAPL
2017-05-08,34.616137310533105,35.70086722518305,34.616137310533105,35.54059600830078,195009600.0,Apple,AAPL
2017-05-09,35.74033200044844,35.9749331929658,35.6427764374795,35.76820755004883,156521600.0,Apple,AAPL
2017-05-10,35.68462326406648,35.75662837855982,35.331562155568086,35.59867858886719,103222800.0,Apple,AAPL
2017-05-11,35.55667596379344,35.934519093669905,35.5240232052988,35.90652847290039,109020400.0,Apple,AAPL
2017-05-12,36.0814658865298,36.482630505753114,36.07446911889444,36.407997131347656,130108000.0,Apple,AAPL
2017-05-15,36.38699956308206,36.536269855572776,36.16309590378823,36.314697265625,104038800.0,Apple,AAPL
2017-05-16,36.37067575537422,36.39866282367694,36.0861286980146,36.26105499267578,80194000.0,Apple,AAPL
2017-05-17,35.82490262987647,36.05114089746568,34.917618490379,35.04356384277344,203070800.0,Apple,AAPL
2017-05-18,35.281465115824645,35.76425979278485,35.24881235293306,35.57767105102539,134272800.0,Apple,AAPL
2017-05-19,35.77359245879905,35.91353135092947,35.59866617447276,35.69895553588867,107843200.0,Apple,AAPL
2017-05-22,35.918186476288035,36.053463190082915,35.66396120536059,35.915855407714844,91865600.0,Apple,AAPL
2017-05-23,36.1281079341415,36.1281079341415,35.75726505761698,35.871551513671875,79675600.0,Apple,AAPL
2017-05-24,35.880884509908256,35.957852514783426,35.60799988837898,35.76426696777344,76712000.0,Apple,AAPL
2017-05-25,35.85521802867547,35.99982615869898,35.69195422918175,35.88787078857422,76942400.0,Apple,AAPL
2017-05-26,35.918197702688545,35.97417539589112,35.75726494875499,35.82723617553711,87710400.0,Apple,AAPL
2017-05-30,35.78292353308563,36.01848966943214,35.761933231199095,35.84123229980469,80507600.0,Apple,AAPL
2017-05-31,35.91120619106901,35.957852496121745,35.54036326140515,35.628990173339844,97804800.0,Apple,AAPL
2017-06-01,35.72460145703294,35.76191990796234,35.50302893782513,35.726932525634766,65616400.0,Apple,AAPL
2017-06-02,35.82024119152315,36.25638961791992,35.659308429579966,36.25638961791992,111082800.0,Apple,AAPL
2017-06-05,35.99749795533912,36.02315395404439,35.792253524581504,35.90187072753906,101326800.0,Apple,AAPL
2017-06-06,35.89487521439492,36.34035504434584,35.866888145333185,36.023155212402344,106499600.0,Apple,AAPL
2017-06-07,36.15607895724421,36.379982491571816,36.03013010516274,36.237709045410156,84278400.0,Apple,AAPL
2017-06-08,36.20972962512644,36.277366201512734,36.01147847415699,36.14908981323242,85003200.0,Apple,AAPL
2017-06-09,36.195739679712474,36.195739679712474,34.05697518866929,34.74734878540039,259530800.0,Apple,AAPL
2017-06-12,33.991667236270516,34.07329734386815,33.238315689142205,33.917030334472656,289229200.0,Apple,AAPL
2017-06-13,34.322860349608284,34.3904969275817,33.854055764326404,34.18991470336914,136661600.0,Apple,AAPL
2017-06-14,34.40216092766203,34.40216092766203,33.548520012545296,33.85639190673828,126124800.0,Apple,AAPL
2017-06-15,33.427230671221075,33.69778047552029,33.16833976589562,33.653465270996094,128661600.0,Apple,AAPL
2017-06-16,33.53452607775049,33.70245555275866,33.16601437197612,33.182342529296875,201444400.0,Apple,AAPL
2017-06-19,33.50653525553882,34.224899360429745,33.50653525553882,34.1316032409668,130165600.0,Apple,AAPL
2017-06-20,34.25524003100422,34.25524003100422,33.805097969555824,33.8214225769043,99600400.0,Apple,AAPL
2017-06-21,33.94037302349781,34.06865304131427,33.7281282266456,34.022003173828125,85063200.0,Apple,AAPL
2017-06-22,33.998667620352386,34.215574466387395,33.84706273201733,33.96601486206055,76425200.0,Apple,AAPL
2017-06-23,33.84939971040199,34.322866517955205,33.844734013498076,34.117618560791016,141757600.0,Apple,AAPL
2017-06-26,34.325199172210205,34.584090199631795,33.907710031570986,34.01033401489258,102769600.0,Apple,AAPL
2017-06-27,33.82140195973156,34.08962431247457,33.497205491474574,33.52286148071289,99047600.0,Apple,AAPL
2017-06-28,33.70012692973329,34.077966496479995,33.389923948078334,34.01266098022461,88329600.0,Apple,AAPL
2017-06-29,33.751442936918934,33.84940122297442,33.18467996038145,33.511207580566406,125997600.0,Apple,AAPL
2017-06-30,33.690796854466576,33.809748988564735,33.534529823108386,33.59050750732422,92096400.0,Apple,AAPL
2017-07-03,33.7910846149458,33.88904287824399,33.375926640493965,33.46921920776367,57111200.0,Apple,AAPL
2017-07-05,33.513538019641565,33.77009438660964,33.28729978290419,33.60683059692383,86278400.0,Apple,AAPL
2017-07-06,33.35728250089559,33.469234344025466,33.215008958192776,33.289642333984375,96515200.0,Apple,AAPL
2017-07-07,33.329278559577055,33.76076471349288,33.329278559577055,33.6278190612793,76806800.0,Apple,AAPL
2017-07-10,33.611500097071286,34.04065169534821,33.43890489479543,33.833072662353516,84362400.0,Apple,AAPL
2017-07-11,33.75609928352445,34.01732489373739,33.67446917192577,33.94268798828125,79127200.0,Apple,AAPL
2017-07-12,34.021986829810906,34.094289107241416,33.777092937580726,33.991668701171875,99538000.0,Apple,AAPL
2017-07-13,33.935693026980395,34.63306696900789,33.92169949618447,34.46513748168945,100797600.0,Apple,AAPL
2017-07-14,34.51179287000781,34.82899270092171,34.3625225706886,34.7613525390625,80528400.0,Apple,AAPL
2017-07-17,34.71004155139567,35.195167319414196,34.65173278939606,34.882633209228516,95174000.0,Apple,AAPL
2017-07-18,34.79865832861347,35.01556871078485,34.6750440738375,35.00390625,71475200.0,Apple,AAPL
2017-07-19,35.09721086454802,35.316452390570916,34.97359656734525,35.22315979003906,83692000.0,Apple,AAPL
2017-07-20,35.33511731881735,35.39109502349136,35.02957991010267,35.0645637512207,68974800.0,Apple,AAPL
2017-07-21,34.98292750093941,35.08788256487344,34.72403644516372,35.04823303222656,105010400.0,Apple,AAPL
2017-07-24,35.12052609331501,35.554343327842105,34.96192444555747,35.47270965576172,85972800.0,Apple,AAPL
2017-07-25,35.40508326997466,35.88088123251551,35.40508326997466,35.624324798583984,75415600.0,Apple,AAPL
2017-07-26,35.76658796567196,35.90186113117705,35.69894782403582,35.79224395751953,63124000.0,Apple,AAPL
2017-07-27,35.859884078148596,35.915861763761484,34.3555189212811,35.11586380004883,129905200.0,Apple,AAPL
2017-07-28,34.959602429214975,35.03890149418559,34.79633860166238,34.8686408996582,68854800.0,Apple,AAPL
2017-07-31,34.96192950993073,35.062222423268274,34.54910606997728,34.68904495239258,79383600.0,Apple,AAPL
2017-08-01,34.77535273415734,35.036574891544035,34.61441995545126,34.996925354003906,141474400.0,Apple,AAPL
2017-08-02,37.14967750858519,37.25929826393161,36.42198531044248,36.65055465698242,279747200.0,Apple,AAPL
2017-08-03,36.62956107461955,36.66687953243242,36.15609426263131,36.28437423706055,108389200.0,Apple,AAPL
2017-08-04,36.400998343603575,36.71119784858267,36.31236787996117,36.47563171386719,82239600.0,Apple,AAPL
2017-08-07,36.63188924859153,37.065706499450016,36.540927739163955,37.0400505065918,87481200.0,Apple,AAPL
2017-08-08,36.99107114300732,37.74441917044071,36.91410316860573,37.33625793457031,144823600.0,Apple,AAPL
2017-08-09,37.14499949898417,37.613804059528654,37.110015677547935,37.564823150634766,104526000.0,Apple,AAPL
2017-08-10,37.44074025289066,37.46415678002234,36.20676716140817,36.36833190917969,163217200.0,Apple,AAPL
2017-08-11,36.668037893852514,37.129315522181145,36.543938183983364,36.874088287353516,105028400.0,Apple,AAPL
2017-08-14,37.304931652458066,37.513325858303155,37.17146389389772,37.42903137207031,88490800.0,Apple,AAPL
2017-08-15,37.61868845248784,37.979279304781066,37.496928971137315,37.83879089355469,117862000.0,Apple,AAPL
2017-08-16,37.918398974713085,38.05186313565876,37.499266844595624,37.686588287353516,110686400.0,Apple,AAPL
2017-08-17,37.58590455588403,37.63039379982872,36.95837826784086,36.96306228637695,111762400.0,Apple,AAPL
2017-08-18,36.96305956935828,37.347066885327536,36.69612769817061,36.87876510620117,109712400.0,Apple,AAPL
2017-08-21,36.87877332531618,36.97009204968353,36.319152717452766,36.81087112426758,105474000.0,Apple,AAPL
2017-08-22,37.04969736467046,37.46414547438141,37.000527674536556,37.41263198852539,86418400.0,Apple,AAPL
2017-08-23,37.24639418752908,37.57420409591935,37.20190493434896,37.459468841552734,77596400.0,Apple,AAPL
2017-08-24,37.56483288999025,37.63742268124129,37.12463156052888,37.29322052001953,79275600.0,Apple,AAPL
2017-08-25,37.38220032123545,37.59527855794423,37.2932253836326,37.431373596191406,101920400.0,Apple,AAPL
2017-08-28,37.49693980462717,37.932460793691384,37.447766524132234,37.8083610534668,103864000.0,Apple,AAPL
2017-08-29,37.48756712735692,38.19470039754996,37.46415060408543,38.145530700683594,118067600.0,Apple,AAPL
2017-08-30,38.353921429215646,38.374994154539614,38.07528126262268,38.24855422973633,109078400.0,Apple,AAPL
2017-08-31,38.31645854242556,38.522512506830246,38.27899353565022,38.400753021240234,107140400.0,Apple,AAPL
2017-09-01,38.588077354710414,38.62085834486409,38.31412117138466,38.4124641418457,66364400.0,Apple,AAPL
2017-09-05,38.34221494505546,38.459290410536546,37.59527290362859,37.9511833190918,117874000.0,Apple,AAPL
2017-09-06,38.09869073975981,38.164252699441256,37.58589974786229,37.91136932373047,86606800.0,Apple,AAPL
2017-09-07,37.95352386471447,37.9886486483731,37.54844375110811,37.759178161621094,87714000.0,Apple,AAPL
2017-09-08,37.66552340547292,37.733425611520545,37.1199512422913,37.143367767333984,114446000.0,Apple,AAPL
2017-09-11,37.5812291360861,37.94416383919976,37.43839690735853,37.81538009643555,126323200.0,Apple,AAPL
2017-09-12,38.075279996228524,38.39138515701224,37.176141350383325,37.6655158996582,286856000.0,Apple,AAPL
2017-09-13,37.43371564934349,37.45479195270348,36.974781734003365,37.3822021484375,179629600.0,Apple,AAPL
2017-09-14,37.227665392926355,37.32366457882766,37.0169273683621,37.06141662597656,95042800.0,Apple,AAPL
2017-09-15,37.10589675874661,37.691274061594434,36.995845539982454,37.43605041503906,196458400.0,Apple,AAPL
2017-09-18,37.489903108670234,37.58122182252087,36.99584453556571,37.15272521972656,113077600.0,Apple,AAPL
2017-09-19,37.34940834915841,37.41028986909778,37.09886874688678,37.166770935058594,83242400.0,Apple,AAPL
2017-09-20,36.97244232295527,37.05673682781242,36.019449588879326,36.543949127197266,211805600.0,Apple,AAPL
2017-09-21,36.480720848046396,36.480720848046396,35.76655969440442,35.91641616821289,150046800.0,Apple,AAPL
2017-09-22,35.48321987236257,35.654152573198914,35.253753029186804,35.5651741027832,186581600.0,Apple,AAPL
2017-09-25,35.12030273472498,35.55113963085703,34.92595701494737,35.251426696777344,177549200.0,Apple,AAPL
2017-09-26,35.53943039364368,36.04051327651707,35.518357665933365,35.85787582397461,146640000.0,Apple,AAPL
2017-09-27,36.012411152165626,36.227829563491326,35.95152962812486,36.113094329833984,102016800.0,Apple,AAPL
2017-09-28,36.0334800730222,36.12479877658399,35.75483994416828,35.890647888183594,88022000.0,Apple,AAPL
2017-09-29,35.87426667105232,36.08968510459669,35.59094246489845,36.08734130859375,105199200.0,Apple,AAPL
2017-10-02,36.1201262825465,36.16461553719432,35.759535371421286,36.0147590637207,74795200.0,Apple,AAPL
2017-10-03,36.061583451118935,36.31446688431853,36.0381705018295,36.171634674072266,64921200.0,Apple,AAPL
2017-10-04,35.972609525409204,36.026463240414856,35.69865335838951,35.93748474121094,80655200.0,Apple,AAPL
2017-10-05,36.10139559693096,36.39642811195047,36.07095839973746,36.38471984863281,85135200.0,Apple,AAPL
2017-10-06,36.28636198338026,36.40812144079001,36.1903592655599,36.36363220214844,69630400.0,Apple,AAPL
2017-10-09,36.483053730745375,36.69847214519723,36.40812729534708,36.49007797241211,65051600.0,Apple,AAPL
2017-10-10,36.5415963262569,36.99584973645066,36.31681341726736,36.50413131713867,62468000.0,Apple,AAPL
2017-10-11,36.52052213567353,36.757013297147694,36.46900864341424,36.65633010864258,67622400.0,Apple,AAPL
2017-10-12,36.609504008759714,36.84833541539355,36.46432798407981,36.527549743652344,64500400.0,Apple,AAPL
2017-10-13,36.698479729583326,36.8272634748546,36.62355327870016,36.759361267089844,65576800.0,Apple,AAPL
2017-10-16,36.97242901872474,37.46414738226071,36.913891288439956,37.43605041503906,96486000.0,Apple,AAPL
2017-10-17,37.41263876294018,37.667862442712256,37.28385502498088,37.57420349121094,75989200.0,Apple,AAPL
2017-10-18,37.56248799607626,37.63039375976985,37.370486110612184,37.4079475402832,65496800.0,Apple,AAPL
2017-10-19,36.703154865756794,36.78042509421729,36.298074794911734,36.522857666015625,170336800.0,Apple,AAPL
2017-10-20,36.67037693539485,36.93730885009765,36.518180261511354,36.586082458496094,95896400.0,Apple,AAPL
2017-10-23,36.73594892407368,36.92327043189962,36.41047918870961,36.567359924316406,87937200.0,Apple,AAPL
2017-10-24,36.59543763968733,36.86002926421827,36.574364919023466,36.78510284423828,71028800.0,Apple,AAPL
2017-10-25,36.740629715230384,36.89048619374836,36.3566222657243,36.62355422973633,84828400.0,Apple,AAPL
2017-10-26,36.815551320784685,36.95604331402396,36.71018411228514,36.85770034790039,68002000.0,Apple,AAPL
2017-10-27,37.29790059833014,38.30709412219142,37.159752405150826,38.17831039428711,177816800.0,Apple,AAPL
2017-10-30,38.37500337021307,39.35375630922116,38.335198132977716,39.03765106201172,178803200.0,Apple,AAPL
2017-10-31,39.3139434540749,39.723707620517025,39.089160540713955,39.580875396728516,144187200.0,Apple,AAPL
2017-11-01,39.775214708801364,39.791606987791354,38.77773309911025,39.07744598388672,134551200.0,Apple,AAPL
2017-11-02,39.00954678149428,39.45443212407589,38.70046583563867,39.36311340332031,165573600.0,Apple,AAPL
2017-11-03,40.74225570015285,40.80313364657898,40.06789997973196,40.391029357910156,237594400.0,Apple,AAPL
2017-11-06,40.360602970533016,40.9740809629851,40.20840626384146,40.80080795288086,140105200.0,Apple,AAPL
2017-11-07,40.721196097889425,41.034957540570524,40.64860986876204,40.93193054199219,97446000.0,Apple,AAPL
2017-11-08,40.896799095851144,41.26675796508789,40.81952886624543,41.26675796508789,97638000.0,Apple,AAPL
2017-11-09,41.00216739235549,41.233978087396196,40.540889798084045,41.182464599609375,117930400.0,Apple,AAPL
2017-11-10,41.14956662962521,41.21301565458774,40.952173647190214,41.04616928100586,100582000.0,Apple,AAPL
2017-11-13,40.771232681138585,41.00622537670711,40.74773197730015,40.88167953491211,67928400.0,Apple,AAPL
2017-11-14,40.66313971846605,40.76653709159114,40.22605310479465,40.26365280151367,99130000.0,Apple,AAPL
2017-11-15,39.94169485757734,40.02394370669489,39.568057462174664,39.73255157470703,116632400.0,Apple,AAPL
2017-11-16,40.226052579548316,40.388198132040515,40.01926142170273,40.20725631713867,94550000.0,Apple,AAPL
2017-11-17,40.19314449145943,40.27539335981598,39.86415618944036,39.98400115966797,87598000.0,Apple,AAPL
2017-11-20,40.016912269960045,40.08036131400005,39.845368573101176,39.94406509399414,65049600.0,Apple,AAPL
2017-11-21,40.13203988569129,40.818217914850905,40.13203988569129,40.686622619628906,100525200.0,Apple,AAPL
2017-11-22,40.73833292368564,41.12372079225346,40.66548576342341,41.114322662353516,102355600.0,Apple,AAPL
2017-11-24,41.1472150788671,41.241210706024,41.04146551618642,41.11666488647461,56106800.0,Apple,AAPL
2017-11-27,41.135464672556495,41.142514165298415,40.73362565775042,40.90987014770508,82867200.0,Apple,AAPL
2017-11-28,40.95922124141456,41.09316519267687,40.38583857889405,40.67018127441406,105715200.0,Apple,AAPL
2017-11-29,40.56678622974366,40.63493252710719,39.28137602340477,39.82655715942383,166665600.0,Apple,AAPL
2017-11-30,40.04979877142327,40.4516378122689,39.582165655957304,40.38349151611328,166108800.0,Apple,AAPL
2017-12-01,39.937002242645065,40.341189908676576,39.596263599434536,40.19549560546875,159037200.0,Apple,AAPL
2017-12-04,40.531531049389436,40.56442987678386,39.861804151923685,39.90175247192383,130169600.0,Apple,AAPL
2017-12-05,39.72786244384517,40.305946022165216,39.57276641238079,39.864158630371094,109400800.0,Apple,AAPL
2017-12-06,39.361276366011964,39.99575592462181,39.11688554121035,39.71611404418945,114240000.0,Apple,AAPL
2017-12-07,39.72081723909496,40.05215781871733,39.69261926149448,39.78896713256836,102693200.0,Apple,AAPL
2017-12-08,40.063895328843934,40.18374028093398,39.671458061647826,39.80070114135742,93420800.0,Apple,AAPL
2017-12-11,39.76076221701826,40.62788581216733,39.66441435406751,40.57618713378906,141095200.0,Apple,AAPL
2017-12-12,40.45398970557846,40.51038924141335,40.29184776324786,40.348243713378906,77636800.0,Apple,AAPL
2017-12-13,40.53622885020904,40.78061960875606,40.418732534701185,40.482181549072266,95273600.0,Apple,AAPL
2017-12-14,40.51272923506944,40.68427644199971,40.33648475709953,40.47043228149414,81906000.0,Apple,AAPL
2017-12-15,40.801782878987765,40.92867735688502,40.52684185545707,40.88167953491211,160677200.0,Apple,AAPL
2017-12-18,41.0955179677709,41.64069908023622,41.09081711052366,41.45740509033203,117684400.0,Apple,AAPL
2017-12-19,41.130772715873974,41.21537023278659,40.90987900028526,41.015625,109745600.0,Apple,AAPL
2017-12-20,41.09315992460056,41.222406587813175,40.712473012686104,40.97096633911133,93902400.0,Apple,AAPL
2017-12-21,40.92867512230283,41.36341301965081,40.91222749907709,41.126068115234375,83799600.0,Apple,AAPL
2017-12-22,41.048520099646176,41.22241597572612,41.006223137891034,41.126068115234375,65397600.0,Apple,AAPL
2017-12-26,40.136753768272285,40.29419844656074,39.87355950670744,40.082706451416016,132742000.0,Apple,AAPL
2017-12-27,39.972255858569895,40.132049158058315,39.88060885781537,40.089752197265625,85992800.0,Apple,AAPL
2017-12-28,40.183752948541546,40.383498184029406,40.06155573674765,40.202552795410156,65920800.0,Apple,AAPL
2017-12-29,40.07095723499411,40.087404859849556,39.76546600002373,39.76781463623047,103999600.0,Apple,AAPL
2018-01-02,39.98634552478895,40.489229593757585,39.77485001301346,40.479827880859375,102223600.0,Apple,AAPL
2018-01-03,40.543284466801936,41.01797065715718,40.4093405114548,40.47278594970703,118071600.0,Apple,AAPL
2018-01-04,40.54564176769255,40.76418685882204,40.437547125989006,40.660789489746094,89738400.0,Apple,AAPL
2018-01-05,40.75712269982855,41.210656758807595,40.665475716704634,41.12371063232422,94640000.0,Apple,AAPL
2018-01-08,40.97096633911133,41.2670557610778,40.87226627941955,40.97096633911133,82271200.0,Apple,AAPL
2018-01-09,41.01796911832718,41.137814082899936,40.750077631979586,40.966270446777344,86336000.0,Apple,AAPL
2018-01-10,40.69133933281127,40.9592308841068,40.65373963789506,40.956878662109375,95839600.0,Apple,AAPL
2018-01-11,41.02738004613972,41.23887565546974,41.003882924461614,41.18952560424805,74670800.0,Apple,AAPL
2018-01-12,41.401008705572366,41.67830193296904,41.2764628718352,41.61485290527344,101672400.0,Apple,AAPL
2018-01-16,41.8051900592319,42.15533039069963,41.39160429539936,41.40335464477539,118263600.0,Apple,AAPL
2018-01-17,41.39395372230317,42.12243236910456,41.140164816586015,42.08718490600586,137547200.0,Apple,AAPL
2018-01-18,42.150639532127954,42.3221867851627,41.887448855050266,42.12479019165039,124773600.0,Apple,AAPL
2018-01-19,41.972037930006024,42.19998109045829,41.690047463316596,41.936790466308594,129700400.0,Apple,AAPL
2018-01-22,41.66420656570535,41.77700205808335,41.49971239229909,41.59370803833008,108434400.0,Apple,AAPL
2018-01-23,41.6642002107323,42.16708437027249,41.55140473555881,41.60309982299805,130756400.0,Apple,AAPL
2018-01-24,41.65246118367108,41.66421153725307,40.70073991480174,40.940433502197266,204420400.0,Apple,AAPL
2018-01-25,41.00857612781527,41.11197349291074,40.07330615521337,40.20960235595703,166116000.0,Apple,AAPL
2018-01-26,40.41874038429801,40.41874038429801,39.962854017878804,40.303592681884766,156572000.0,Apple,AAPL
2018-01-29,39.98635497038947,39.98635497038947,39.26022845555082,39.4693717956543,202561600.0,Apple,AAPL
2018-01-30,38.89833863011055,39.33072430737297,38.703294272434796,39.23672866821289,184192800.0,Apple,AAPL
2018-01-31,39.213234209267384,39.582174502407675,39.12628804991519,39.34482955932617,129915600.0,Apple,AAPL
2018-02-01,39.283740146198966,39.62447893875408,39.18739225185361,39.427085876464844,188923200.0,Apple,AAPL
2018-02-02,39.008791439258424,39.19678633201018,37.62233582840989,37.716331481933594,346375200.0,Apple,AAPL
2018-02-05,37.387321416604934,38.51058567730066,36.658842974497475,36.773990631103516,290954000.0,Apple,AAPL
2018-02-06,36.38391300733412,38.47299755556763,36.188868674453644,38.31085205078125,272975200.0,Apple,AAPL
2018-02-07,38.324955010024254,38.39780216652127,37.38028702578706,37.49073028564453,206434400.0,Apple,AAPL
2018-02-08,37.66697240539024,37.833818773966335,36.4309122878518,36.459110260009766,217562000.0,Apple,AAPL
2018-02-09,37.06078818257288,37.25426593663926,35.44924403446056,36.905059814453125,282690400.0,Apple,AAPL
2018-02-12,37.39819763005348,38.66997215623607,37.1646050679829,38.39155197143555,243278000.0,Apple,AAPL
2018-02-13,38.212220019438064,38.87288278377922,38.141434080343934,38.77614212036133,130196800.0,Apple,AAPL
2018-02-14,38.46941020351671,39.53118862012898,38.43166081828254,39.4910774230957,162579600.0,Apple,AAPL
2018-02-15,40.062081842285394,40.840720145877995,39.87568230794668,40.8171272277832,204588800.0,Apple,AAPL
2018-02-16,40.66846762101277,41.248907996019206,40.52925755557384,40.68498229980469,160704400.0,Apple,AAPL
2018-02-20,40.59532709454087,41.116776233766096,40.446676970534554,40.54813766479492,135722000.0,Apple,AAPL
2018-02-21,40.77936963005102,41.083744521436586,40.3499375255703,40.364097595214844,149886400.0,Apple,AAPL
2018-02-22,40.53633515203061,41.043627769111964,40.515100450922425,40.701499938964844,123967600.0,Apple,AAPL
2018-02-23,40.977572424114385,41.44475397061122,40.946897669942075,41.40936279296875,135249600.0,Apple,AAPL
2018-02-26,41.609917618461125,42.327206338725816,41.576884656350046,42.22810745239258,152648800.0,Apple,AAPL
2018-02-27,42.25877797888751,42.58438754419969,42.0369837124594,42.091251373291016,155712400.0,Apple,AAPL
2018-02-28,42.29653731490885,42.6174305332886,42.011038875219455,42.02755355834961,151128400.0,Apple,AAPL
2018-03-01,42.126649810511154,42.41923006780911,40.73926170086954,41.291385650634766,195208000.0,Apple,AAPL
2018-03-02,40.77228104083406,41.59810847788668,40.68969685700003,41.576873779296875,153816000.0,Apple,AAPL
2018-03-05,41.34093289599223,41.93788801130515,41.178126300848206,41.7208137512207,113605600.0,Apple,AAPL
2018-03-06,41.97800123308853,42.058223628667385,41.55800916173692,41.685420989990234,95154000.0,Apple,AAPL
2018-03-07,41.27722339665488,41.491939436030975,41.11913683149567,41.298458099365234,126814000.0,Apple,AAPL
2018-03-08,41.40464432036062,41.79160347848274,41.30790723107263,41.7491340637207,95096400.0,Apple,AAPL
2018-03-09,41.989808793348175,42.47114687377518,41.8553151000925,42.466426849365234,128740800.0,Apple,AAPL
2018-03-12,42.53955317171004,43.03505111739825,42.520680282638956,42.8769645690918,128828400.0,Apple,AAPL
2018-03-13,43.082251622332656,43.29696769404827,42.29181867748533,42.46406173706055,126774000.0,Apple,AAPL
2018-03-14,42.54663877113083,42.59382819862952,41.954400115006315,42.103050231933594,117473600.0,Apple,AAPL
2018-03-15,42.117200539955306,42.52775605982206,42.01574346568869,42.152591705322266,90975200.0,Apple,AAPL
2018-03-16,42.15260237354801,42.26349952019365,41.909573375662355,42.00395584106445,157618800.0,Apple,AAPL
2018-03-19,41.83880817664346,41.87419936547418,40.97522716592977,41.362186431884766,133787200.0,Apple,AAPL
2018-03-20,41.34800720214844,41.71608976472622,41.27722126311677,41.34800720214844,78597600.0,Apple,AAPL
2018-03-21,41.30082881932589,41.31262708006804,40.40893503213978,40.41129684448242,148219600.0,Apple,AAPL
2018-03-22,40.111639703900885,40.74398617813636,39.7813099935277,39.84029769897461,165963200.0,Apple,AAPL
2018-03-23,39.731754130094636,40.09275855754703,38.917724609375,38.917724609375,164115200.0,Apple,AAPL
2018-03-26,39.65625260438527,40.843084837972036,39.27165164905539,40.765220642089844,150164800.0,Apple,AAPL
2018-03-27,40.97992787329814,41.32677579210551,39.38490196935786,39.71995162963867,163690400.0,Apple,AAPL
2018-03-28,39.46275758487312,40.11634208181296,38.976699681852395,39.28107452392578,166674000.0,Apple,AAPL
2018-03-29,39.59490401127065,40.52455075902881,39.38018791464152,39.587825775146484,153594000.0,Apple,AAPL
2018-04-02,39.318833512475734,39.86152096687733,38.806820808205174,39.328269958496094,150347200.0,Apple,AAPL
2018-04-03,39.55479880179944,39.81670437906134,38.90357577740525,39.73176193237305,121112000.0,Apple,AAPL
2018-04-04,38.903571934576895,40.58589881483221,38.87761720064357,40.491519927978516,138422000.0,Apple,AAPL
