Datetime,Open,High,Low,Close,Volume,ticker,company
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,
2025-02-25 14:30:00+00:00,178.02999877929688,178.74000549316406,175.50999450683594,175.6114959716797,7328081,GOOGL,Alphabet
2025-02-25 15:30:00+00:00,175.61000061035156,176.33999633789062,174.86000061035156,175.3032989501953,5646846,GOOGL,Alphabet
2025-02-25 16:30:00+00:00,175.3249969482422,177.02000427246094,174.6938934326172,176.8249969482422,4549829,GOOGL,Alphabet
2025-02-25 17:30:00+00:00,176.82000732421875,177.5399932861328,176.5,176.5399932861328,2931264,GOOGL,Alphabet
2025-02-25 18:30:00+00:00,176.5399932861328,177.5399932861328,176.47279357910156,176.51499938964844,3288908,GOOGL,Alphabet
2025-02-25 19:30:00+00:00,176.52000427246094,176.63999938964844,176.0399932861328,176.13999938964844,3257712,GOOGL,Alphabet
2025-02-25 20:30:00+00:00,176.14999389648438,176.19000244140625,175.0,175.4600067138672,5852095,GOOGL,Alphabet
2025-02-26 14:30:00+00:00,175.07000732421875,176.0800018310547,172.89999389648438,175.1699981689453,7942207,GOOGL,Alphabet
2025-02-26 15:30:00+00:00,175.17999267578125,175.85980224609375,175.0500030517578,175.38999938964844,3091968,GOOGL,Alphabet
2025-02-26 16:30:00+00:00,175.38999938964844,175.4199981689453,174.05499267578125,174.2949981689453,3358850,GOOGL,Alphabet
2025-02-26 17:30:00+00:00,174.30499267578125,174.35000610351562,172.75,172.77000427246094,3702430,GOOGL,Alphabet
2025-02-26 18:30:00+00:00,172.75999450683594,173.22999572753906,172.12010192871094,172.25,3065280,GOOGL,Alphabet
2025-02-26 19:30:00+00:00,172.24000549316406,172.83999633789062,171.58070373535156,172.7100067138672,4530198,GOOGL,Alphabet
2025-02-26 20:30:00+00:00,172.6999969482422,173.0399932861328,172.38999938964844,172.6999969482422,3561148,GOOGL,Alphabet
2025-02-27 14:30:00+00:00,173.98500061035156,174.5399932861328,169.03500366210938,170.97560119628906,10720418,GOOGL,Alphabet
2025-02-27 15:30:00+00:00,170.9600067138672,171.80999755859375,169.65390014648438,171.0850067138672,4099592,GOOGL,Alphabet
2025-02-27 16:30:00+00:00,171.1999969482422,171.42999267578125,170.25,171.2899932861328,2398560,GOOGL,Alphabet
2025-02-27 17:30:00+00:00,171.40499877929688,171.60000610351562,170.36000061035156,170.9199981689453,2388031,GOOGL,Alphabet
2025-02-27 18:30:00+00:00,170.9499969482422,171.4499969482422,169.91600036621094,170.0500030517578,2041114,GOOGL,Alphabet
2025-02-27 19:30:00+00:00,170.0500030517578,170.07000732421875,168.5399932861328,168.58230590820312,4982139,GOOGL,Alphabet
2025-02-27 20:30:00+00:00,168.85000610351562,169.14999389648438,167.94000244140625,168.49000549316406,4543909,GOOGL,Alphabet
2025-02-28 14:30:00+00:00,168.14199829101562,170.10000610351562,166.77000427246094,169.4600067138672,12312081,GOOGL,Alphabet
2025-02-28 15:30:00+00:00,169.4600067138672,169.47500610351562,167.96499633789062,167.99000549316406,4279028,GOOGL,Alphabet
2025-02-28 16:30:00+00:00,167.97999572753906,169.1999969482422,167.85000610351562,168.63999938964844,2599208,GOOGL,Alphabet
2025-02-28 17:30:00+00:00,168.64999389648438,168.84500122070312,167.19000244140625,168.06500244140625,3053937,GOOGL,Alphabet
2025-02-28 18:30:00+00:00,168.0399932861328,168.5,167.14999389648438,167.49000549316406,2372022,GOOGL,Alphabet
2025-02-28 19:30:00+00:00,167.5,169.1999969482422,167.3300018310547,169.15499877929688,3221129,GOOGL,Alphabet
2025-02-28 20:30:00+00:00,169.1510009765625,170.60000610351562,168.5,170.2899932861328,5086406,GOOGL,Alphabet
2025-03-03 14:30:00+00:00,171.93499755859375,173.3699951171875,169.16000366210938,170.75,8180995,GOOGL,Alphabet
2025-03-03 15:30:00+00:00,170.72500610351562,171.03500366210938,169.97999572753906,170.25,2456002,GOOGL,Alphabet
2025-03-03 16:30:00+00:00,170.27999877929688,170.49000549316406,169.74000549316406,169.92999267578125,2150468,GOOGL,Alphabet
2025-03-03 17:30:00+00:00,169.92999267578125,170.02999877929688,168.1999969482422,168.25999450683594,2534597,GOOGL,Alphabet
2025-03-03 18:30:00+00:00,168.25,169.22999572753906,167.92999267578125,168.75,2443080,GOOGL,Alphabet
2025-03-03 19:30:00+00:00,168.75999450683594,169.25,166.19000244140625,166.3300018310547,3899924,GOOGL,Alphabet
2025-03-03 20:30:00+00:00,166.32000732421875,167.0500030517578,165.92999267578125,167.00999450683594,5385024,GOOGL,Alphabet
2025-03-04 14:30:00+00:00,166.30999755859375,168.33859252929688,165.8000030517578,166.77000427246094,10279244,GOOGL,Alphabet
2025-03-04 15:30:00+00:00,166.77000427246094,168.3699951171875,166.6302947998047,167.5500030517578,5294579,GOOGL,Alphabet
2025-03-04 16:30:00+00:00,167.52999877929688,171.3300018310547,167.5,170.93499755859375,5784736,GOOGL,Alphabet
2025-03-04 17:30:00+00:00,170.91000366210938,171.86000061035156,170.14999389648438,170.58999633789062,3785521,GOOGL,Alphabet
2025-03-04 18:30:00+00:00,170.5399932861328,172.47999572753906,170.35000610351562,172.1699981689453,3576912,GOOGL,Alphabet
2025-03-04 19:30:00+00:00,172.17999267578125,173.2946014404297,171.91940307617188,172.89999389648438,4161850,GOOGL,Alphabet
2025-03-04 20:30:00+00:00,172.89999389648438,172.9600067138672,169.91000366210938,170.92999267578125,4828348,GOOGL,Alphabet
2025-03-05 14:30:00+00:00,170.49000549316406,171.64999389648438,169.1699981689453,170.03500366210938,6479863,GOOGL,Alphabet
2025-03-05 15:30:00+00:00,170.05999755859375,170.64999389648438,169.19000244140625,169.9250030517578,2629473,GOOGL,Alphabet
2025-03-05 16:30:00+00:00,169.91000366210938,171.0,169.05999755859375,170.91000366210938,2428932,GOOGL,Alphabet
2025-03-05 17:30:00+00:00,170.92999267578125,173.0550994873047,170.88999938964844,172.1699981689453,3828015,GOOGL,Alphabet
2025-03-05 18:30:00+00:00,172.1300048828125,173.27999877929688,171.75999450683594,172.9199981689453,2066321,GOOGL,Alphabet
2025-03-05 19:30:00+00:00,172.91000366210938,173.72000122070312,172.66000366210938,173.50999450683594,2674884,GOOGL,Alphabet
2025-03-05 20:30:00+00:00,173.5,173.77999877929688,172.88999938964844,173.02000427246094,3325902,GOOGL,Alphabet
2025-03-06 14:30:00+00:00,170.52999877929688,174.61000061035156,170.5,174.49000549316406,5955236,GOOGL,Alphabet
2025-03-06 15:30:00+00:00,174.4600067138672,174.80999755859375,173.6199951171875,174.2449951171875,3025051,GOOGL,Alphabet
2025-03-06 16:30:00+00:00,174.17999267578125,174.63999938964844,171.5,171.92999267578125,3171434,GOOGL,Alphabet
2025-03-06 17:30:00+00:00,171.94000244140625,173.09950256347656,171.67059326171875,172.49000549316406,2616511,GOOGL,Alphabet
2025-03-06 18:30:00+00:00,172.5,172.74000549316406,171.5800018310547,171.78500366210938,2436147,GOOGL,Alphabet
2025-03-06 19:30:00+00:00,171.77000427246094,172.85000610351562,171.4499969482422,172.3699951171875,3011991,GOOGL,Alphabet
2025-03-06 20:30:00+00:00,172.375,172.72000122070312,171.75999450683594,172.3800048828125,2920596,GOOGL,Alphabet
2025-03-07 14:30:00+00:00,171.25999450683594,173.6999969482422,170.99000549316406,172.07000732421875,5204597,GOOGL,Alphabet
2025-03-07 15:30:00+00:00,172.0500030517578,172.2100067138672,170.64999389648438,171.07000732421875,3386507,GOOGL,Alphabet
2025-03-07 16:30:00+00:00,171.0800018310547,171.6999969482422,170.27000427246094,171.6300048828125,3313473,GOOGL,Alphabet
2025-03-07 17:30:00+00:00,171.6300048828125,174.0,171.375,173.38999938964844,3390174,GOOGL,Alphabet
2025-03-07 18:30:00+00:00,173.4219970703125,174.97000122070312,173.19000244140625,174.72549438476562,2622304,GOOGL,Alphabet
2025-03-07 19:30:00+00:00,174.75999450683594,174.92999267578125,173.60000610351562,173.8699951171875,2297369,GOOGL,Alphabet
2025-03-07 20:30:00+00:00,173.85000610351562,174.49000549316406,172.74000549316406,173.8300018310547,3386766,GOOGL,Alphabet
2025-03-10 13:30:00+00:00,168.25999450683594,168.4600067138672,165.92999267578125,166.3000030517578,9708962,GOOGL,Alphabet
2025-03-10 14:30:00+00:00,166.33999633789062,166.47999572753906,163.69000244140625,166.39999389648438,7217785,GOOGL,Alphabet
2025-03-10 15:30:00+00:00,166.39500427246094,167.0,165.10000610351562,165.90989685058594,3285347,GOOGL,Alphabet
2025-03-10 16:30:00+00:00,165.94000244140625,166.50999450683594,165.17999267578125,165.24000549316406,4067653,GOOGL,Alphabet
2025-03-10 17:30:00+00:00,165.24000549316406,165.38999938964844,164.19000244140625,164.52999877929688,3286471,GOOGL,Alphabet
2025-03-10 18:30:00+00:00,164.5500030517578,166.17669677734375,163.99000549316406,165.67999267578125,4372974,GOOGL,Alphabet
2025-03-10 19:30:00+00:00,165.64999389648438,166.6300048828125,165.27000427246094,165.8800048828125,5162552,GOOGL,Alphabet
2025-03-11 13:30:00+00:00,164.91000366210938,166.75,163.82000732421875,163.8800048828125,8055559,GOOGL,Alphabet
2025-03-11 14:30:00+00:00,163.88999938964844,165.1199951171875,163.3809051513672,164.5500030517578,3255796,GOOGL,Alphabet
2025-03-11 15:30:00+00:00,164.5500030517578,165.4499969482422,163.3300018310547,163.6699981689453,3832913,GOOGL,Alphabet
2025-03-11 16:30:00+00:00,163.6699981689453,164.02999877929688,161.66000366210938,161.69000244140625,3484771,GOOGL,Alphabet
2025-03-11 17:30:00+00:00,161.65499877929688,164.3699951171875,161.3699951171875,163.89430236816406,3220288,GOOGL,Alphabet
2025-03-11 18:30:00+00:00,163.86000061035156,166.36099243164062,163.53199768066406,165.06500244140625,4614779,GOOGL,Alphabet
2025-03-11 19:30:00+00:00,165.10000610351562,165.25,163.9600067138672,163.99000549316406,2962603,GOOGL,Alphabet
2025-03-12 13:30:00+00:00,166.5800018310547,167.3699951171875,163.5500030517578,165.13999938964844,7663289,GOOGL,Alphabet
2025-03-12 14:30:00+00:00,165.1699981689453,165.6699981689453,163.97999572753906,164.7050018310547,3292744,GOOGL,Alphabet
2025-03-12 15:30:00+00:00,164.74000549316406,166.1999969482422,164.4199981689453,165.94000244140625,2447092,GOOGL,Alphabet
2025-03-12 16:30:00+00:00,165.93499755859375,167.1199951171875,165.31149291992188,167.00999450683594,2392683,GOOGL,Alphabet
2025-03-12 17:30:00+00:00,167.0,167.27999877929688,165.6300048828125,167.07000732421875,2531882,GOOGL,Alphabet
