Datetime,Open,High,Low,Close,Volume,ticker,company
,MSFT,MSFT,MSFT,MSFT,MSFT,,
2025-02-25 14:30:00+00:00,401.1000061035156,401.9150085449219,397.69000244140625,398.489990234375,6568913,MSFT,Microsoft
2025-02-25 15:30:00+00:00,398.4800109863281,400.82000732421875,397.8800048828125,397.8800048828125,3442420,MSFT,Microsoft
2025-02-25 16:30:00+00:00,397.92999267578125,400.0,396.70001220703125,399.9515075683594,2425868,MSFT,Microsoft
2025-02-25 17:30:00+00:00,399.8999938964844,400.4800109863281,398.20001220703125,398.2850036621094,2544318,MSFT,Microsoft
2025-02-25 18:30:00+00:00,398.2875061035156,399.29998779296875,397.3299865722656,397.5350036621094,1841833,MSFT,Microsoft
2025-02-25 19:30:00+00:00,397.5249938964844,399.2900085449219,397.010009765625,398.84149169921875,2545333,MSFT,Microsoft
2025-02-25 20:30:00+00:00,398.6600036621094,398.9800109863281,397.3800048828125,397.9949951171875,3225438,MSFT,Microsoft
2025-02-26 14:30:00+00:00,394.7200012207031,403.05999755859375,394.2449951171875,402.0199890136719,8046631,MSFT,Microsoft
2025-02-26 15:30:00+00:00,402.1000061035156,403.44000244140625,402.0799865722656,402.7699890136719,1872535,MSFT,Microsoft
2025-02-26 16:30:00+00:00,402.760009765625,403.6000061035156,402.3055114746094,402.739990234375,939874,MSFT,Microsoft
2025-02-26 17:30:00+00:00,402.739990234375,402.9700012207031,400.110107421875,400.1285095214844,1177043,MSFT,Microsoft
2025-02-26 18:30:00+00:00,400.1000061035156,400.6499938964844,398.29998779296875,398.94000244140625,1250608,MSFT,Microsoft
2025-02-26 19:30:00+00:00,398.8800048828125,399.5,398.239990234375,398.69189453125,1129070,MSFT,Microsoft
2025-02-26 20:30:00+00:00,398.67999267578125,400.0,398.42999267578125,399.6408996582031,1222166,MSFT,Microsoft
2025-02-27 14:30:00+00:00,403.1499938964844,405.739990234375,397.93011474609375,399.4849853515625,5096507,MSFT,Microsoft
2025-02-27 15:30:00+00:00,399.4599914550781,400.39990234375,397.6300048828125,398.1300048828125,1435803,MSFT,Microsoft
2025-02-27 16:30:00+00:00,398.1300048828125,398.6000061035156,396.6300048828125,397.7900085449219,1353995,MSFT,Microsoft
2025-02-27 17:30:00+00:00,397.82000732421875,398.7449951171875,396.82000732421875,398.375,1245338,MSFT,Microsoft
2025-02-27 18:30:00+00:00,398.3999938964844,398.55999755859375,395.9200134277344,396.01031494140625,1073036,MSFT,Microsoft
2025-02-27 19:30:00+00:00,396.0400085449219,396.05999755859375,393.29998779296875,393.7950134277344,2517709,MSFT,Microsoft
2025-02-27 20:30:00+00:00,393.80999755859375,394.44000244140625,392.2200012207031,392.5299987792969,3187802,MSFT,Microsoft
2025-02-28 14:30:00+00:00,392.7550048828125,392.8999938964844,386.57550048828125,391.760009765625,5544777,MSFT,Microsoft
2025-02-28 15:30:00+00:00,391.7300109863281,392.7300109863281,389.3999938964844,389.489990234375,2147487,MSFT,Microsoft
2025-02-28 16:30:00+00:00,389.4599914550781,392.4599914550781,389.32000732421875,391.8500061035156,1622006,MSFT,Microsoft
2025-02-28 17:30:00+00:00,391.8500061035156,391.8500061035156,389.3599853515625,391.2898864746094,2248559,MSFT,Microsoft
2025-02-28 18:30:00+00:00,391.1700134277344,392.048095703125,389.5799865722656,390.8599853515625,1731177,MSFT,Microsoft
2025-02-28 19:30:00+00:00,390.8550109863281,393.1199035644531,390.5675964355469,393.07000732421875,2275590,MSFT,Microsoft
